,CS_Course,Desc
10,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/260-460.html,"<p>Course summary: This course explores the legal implications of the contemporary technology landscape, including the growth of artificial intelligence, the ecosystem for creating and disseminating digital information, and the challenges of ensuring digital privacy and algorithm equity. The course aims to help students develop a broad, contextualized view of the legal and policy opportunities and challenges associated with rapid technological change. A key goal of the course is for students to acquire the skills to understand, contribute to, and shape the dialog on complex issues at the intersection of technology and law.<br/><br/>Assignments and grading: Students are expected to 1) prepare for, attend, and participate in class, 2) participate in one short team-based debate, 3) participate in one short team-based presentation, 4) write one technology paper approximately 1200 words in length, and 5) complete additional assignments such as readings.</p>"
11,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/296-1.html,<p><strong><em>Under Construction - Coming Soon</em></strong></p>
12,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/298-1.html,"<p>To be announced,</p>"
13,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/301.html,"<p>A laboratory-based introduction to robotics. Focus will be on both hardware (sensors and actuators) and software (sensor processing and behavior development). Topics will include: the basics in kinematics, dynamics, control, and motion planning; and an introduction to Artificial Intelligence (AI) and Machine Learning (ML). </p>"
14,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/303.html,<p>COMP_ENG 303: Advanced Digital Design</p>
15,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/307.html,"<p>This course covers the basic knowledge in understanding and using cryptography. The main focus is on definitions, theoretical foundations, and rigorous proofs of security, with some programming practice. Topics include symmetric and public-key encryption, message integrity, hash functions, block-cipher design and analysis, number theory, and digital signatures.</p>"
16,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/310.html,"<p>We'll study the architecture of high-scale Internet services, using well-known case studies like Google Search, Netflix, and Uber.  System at these scales have many custom-built components, but they also contain many common building blocks that can be reused in other systems.  Students will apply lessons learned from case studies to build software systems in the cloud capable of scaling to millions of users, and they will do so with surprisingly little code.</p>"
17,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/311.html,"<p>Excitement for the Maker Movement continues to grow. Part of this growth stems from the idea that Making provides a means for democratization of fabrication and invention. While this is true, in part, the practices and people that are typically included under this brand are limited. In particular, issues of diversity, equity and inclusivity are seldom at the forefront of the design and implementation of Makerspaces, the tools used or the artifacts created. Hence, the purpose of this course is to bring issues of diversity, equity and inclusivity to the forefront. In particular, the course will push students to 1) critically explore Making as a practice that promotes democratization, 2) develop interfaces that allow a broader population of students to participate in digital fabrication and 3) co-design artifacts that positively impact accessibility and inclusivity. The course will include guest speakers, laboratory portions and a final project that encourages students to develop publishable scholarship and/or functional prototypes, as they work in interdisciplinary teams.</p>"
18,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/312-412.html,"<p>Data breaches, privacy breaches, and concerns about algorithmic decision-making have been on the rise. As a result, data privacy has become an increasingly significant concern in the past several years. Individuals and organizations often trust institutions with their data with the expectation that one's data is private from others or to the handling institutions and that it is not used for unfair practices. To ensure the privacy of sensitive data, privacy mechanisms have been developed to preserve the privacy of data without reducing its functionality.</p>"
19,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/313-413.html,"<p>Emerging interactive technologies are rapidly transforming the ways in which we work, play, communicate, and learn. Research on tangible interaction attempts to blur the line between digital technologies and the broader physical, social, and cultural worlds within which computer use is situated. This course will explore the use of tangible interaction to create innovative learning experiences and will review both theoretical and technological foundations of the field. Topics may include distributed cognition, embodied interaction, cultural forms, and tangible interaction frameworks.</p>"
20,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/314.html,"<p>We are surrounded by technologies that support our everyday social interactions. Facebook and Twitter provide persistent services for exchanging personal information, ubiquitous computing environments permit the integration of computational artifacts into the everyday world, and new technologies enable people to collaborate on projects when they are thousands of miles apart. The design of such systems, however, is not simply a technical question. In order to successfully create these systems, we need to understand how people work, play, and communicate with one another in a wide variety of situations. This course illustrates the practice of understanding human interactions that take place both with and through technology; and it explores the design, creation and evaluation of technologies to support such interactions. Course topics include: design processes, prototype construction and evaluation techniques. Specialized topics cover social computing technologies, social software and collaborative systems, and entertainment technologies. No programming experience is necessary. There will be occasional labs to explain technical content.</p>"
21,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/315-415.html,"<p>Design, Technology, and Research (DTR) is an CS and Segal learning initiative that empowers students to drive cutting-edge research through the development of systems that shape new experiences with people and technology. Students participate in DTR through fast-paced, quarter-long programs (intended to be repeated). Students work with a mentor to identify a direction of research, explore and iterate over designs, prototype at varying fidelities, build working systems, conduct evaluative studies, and report findings through conference publications. As a cohort, each week students demo their prototypes, provide and receive feedback, and help each other resolve technical challenges. DTR adapts and extends agile development and design-based research practices with scrums, sprints, studio critique, design logs, and pair research. <strong><a href=""http://dtr.northwestern.edu/"" rel=""noopener noreferrer"" target=""_blank"">View course website</a></strong></p>"
22,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/321.html,<p>This course introduces students to the key features of programming languages. Students implement a series of interpreters that nail down the precise details of how various aspects of programming languages behave.  Students are assumed to understand trees and (mathematical) functions that process them; the course builds up to the features of real programming languages from there.</p>
23,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/322.html,"<p>The compiler is the programmer's primary tool. Understanding the compiler is therefore critical for programmers, even if they never build one. Furthermore, many design techniques that emerged in the context of compilers are useful for a range of other application areas. This course introduces students to the essential elements of building a compiler: parsing, context-sensitive property checking, code linearization, register allocation, etc. To take this course, students are expected to already understand how programming languages behave, to a fairly detailed degree. The material in the course builds on that knowledge via a series of semantics preserving transformations that start with a fairly high-level programming language and culminate in machine code.</p>"
24,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/323.html,"<p>Fast, highly sophisticated code analysis and code transformation tools are essential for modern software development. Before releasing its mobile apps, Facebook submits them to a tool called Infer that finds bugs by static analysis, i.e., without even having to run the code, and guides developers in fixing them. Google Chrome and Mozilla Firefox analyze and optimize JavaScript code to make browsers acceptably responsive. Performance-critical systems and application software would be impossible to build and evolve without compilers that derive highly optimized machine code from high-level source code that humans can understand and reason about efficiently. Understanding what modern code analysis and transformation techniques can and can't do is a prerequisite for research on both software engineering and computer architecture, since hardware relies on software to realize its potential. In this class, you will learn the fundamentals of code analysis and transformation, and you will apply them by extending LLVM, a compiler framework now in production use by Apple, Adobe, Intel and other industrial and academic enterprises.  <a href=""https://users.cs.northwestern.edu/~simonec/CAT.html"">CS 323 Syllabus</a>.</p>"
25,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/325.html,"<p>Introduction to Lisp and programming knowledge-based systems and interfaces. Strong emphasis on writing maintainable, extensible systems. Topics include: semantic networks, frames, pattern matching, deductive inference rules, case-based reasoning, discrimination trees. Project-driven. Substantial programming assignments.</p>"
26,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/326.html,"<p>This course aims to cover various tools in the process of data science for obtaining, cleaning, visualizing, modeling, and interpreting data. Most of the tools introduced in this course will be based on Python, although the idea can be applied to similar tools in other programming languages. The goal of this course is not about the foundation of relevant technologies but rather when and how to use them in the pipeline of data science. The student will finish a quarter-long self-defined course project to exercise the data-science tools covered in the lecture. As the outcome of this course, the students should be able to independently work on real-life datasets with large scales and gain insights from them.</p>"
27,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/327.html,"<p>Generative Methods are algorithms which can be used to create. We can use grammars to make humorously chatty Twitterbots, Voronoi diagrams to create virtual cities and landscapes, and machine-learned models to generate realistic oil portraits from selfies.</p>"
28,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/329.html,"<p>Human-Computer Interaction (HCI) serves as the bridge between computing and humanity. The effective design of HCI systems requires a keen understanding of how interfaces and computer systems usefully support human endeavors (or not). Why would a particular set of characteristics of a system lead to reaching a desired outcome, while others encounter an obstacle? How might a good argument for a design be instantiated with effective interface and system models? Taking a step back, are our solutions actually addressing the underlying problem that humans face? What is actually the problem?<br/> <br/> Through the studio method, we will, as a learning community, learn to ask and answer these questions for ourselves. One focus will be on developing our critical thinking and problem solving skills through team projects and studio critique, with special emphasis on learning more effective structures and representations for thinking about the design of HCI systems. Another focus will be on learning to soften into a deeper understanding of problems that people encounter than we might at first assume - that is, developing our capacities for humility, empathy, and curiosity. Last but not least, we focus on *doing* — agile sprints, rapid prototyping and testing, iterating — learning to face and embrace fears, imperfections, failures that may otherwise hold us back from moving forward. Through this we will learn to become more skillful in how we work on difficult problems.<br/> <br/> REQUIREMENTS FOR ENROLLING, PLEASE READ CAREFULLY:<br/> While the course has no formal pre-requisites, learning via a studio method demands that students are open to constructive feedback and critique from the instructor, TAs, and/or peers. It also demands a willingness to learn together, as a community.<br/> <br/> Given the course’s ambitious learning objectives—both in the subject area and more generally in how we approach difficult problems—students taking the course should have a strong willingness in learning and growing personally. The course will demand a significant amount of self-direction: students need to be able and willing to learn on their own and in groups through their own volition, and in doing so, still thoughtfully approach challenges new, unfamiliar, and (potentially) uncomfortable ways. In other words, the course is meant for students who are serious about learning how to design computing systems for human use, *and* of ways to work with themselves and teammates through challenges.</p>"
29,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/330-1.html,"<p>Introduction to human-computer interaction and the design of systems that work for people and their organizations. The goal is to understand the manner in which humans interact with, and use, their computers for productive work. The course focus is on the interface as designed artifact. The interface is a design problem without a single ""correct"" solution but which has many ""good"" solutions and a plethora of ""bad"" solutions. Class discussion centers on what makes an interface good and proven techniques for designing interfaces that meet human needs. </p>"
30,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/332.html,"<p>Online markets are causing significant changes to society.  Examples include eBay, airBnB, tinder, Uber, stackexchange, and Amazon.  This class gives an introduction to the science of online markets combining topics from game theory and economics with topics from machine learning and algorithms.  The two main topics of interest are how individuals in these market places optimize their strategies and how the market designer optimizes the rules of the market place so that, when individuals optimize their strategies, desired market outcomes are achieved.  Student work will be a mix of problem sets and short projects.</p>"
31,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/333.html,"<p>When well designed, visual displays of data capitalize on human facilities for processing information and improve comprehension, memory, inference, and decision making. Creating visualizations is getting easier thanks to a proliferation of digital tools for transforming and visualizing data. Yet the best visualizations are still often creating by skilled human designers who have considerable experience with design analysis.</p>"
32,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/335.html,"<p>This course gives an introduction to the mathematical foundations of computation. The course will look at Turing machines, universal computation, the Church-Turing thesis, the halting problem and general undecidability, Rice’s theorem, the recursion theorem, efficient computation models, time and space (memory) bounds, deterministic and nondeterministic computation and their relationships, the P versus NP problem and hard problems for NP and beyond.</p>"
33,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/336.html,"<p>Algorithm design and analysis is fundamental to all areas of computer science and gives a rigorous framework for the study optimization. This course provides an introduction to algorithm design through a survey of the common algorithm design paradigms of greedy optimization, divide and conquer, dynamic programming, network flows, reductions, and randomized algorithms. Important themes that will be developed in the course include the algorithmic abstraction-design-analysis process and computational tractability (e.g., NP-completeness).</p>"
34,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/337.html,"<p>A semantics-oriented introduction to natural language processing, broadly construed. Representation of meaning and knowledge inference in story understanding, script/frame theory, plans and plan recognition, counter-planning, and thematic structures.</p>"
35,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/338-1.html,"<p>A practical excursion into the building of Intelligent Information Systems. Each student will develop a working program in the area of information access, management, capture, or retrieval. Project definition, data collection, technology selection, implementation, and project management. Semantics-oriented introduction to natural language processing, broadly construed. Representation of meaning and knowledge inference in story understanding, script/frame theory, plans and plan recognition, counter-planning, and thematic structures.<em><br/> </em></p>"
36,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/338-2.html,"<p>A practical excursion into the building of Intelligent Information Systems. Each student will develop a working program in the area of information access, management, capture, or retrieval. Project definition, data collection, technology selection, implementation, and project management. Semantics-oriented introduction to natural language processing, broadly construed. Representation of meaning and knowledge inference in story understanding, script/frame theory, plans and plan recognition, counter-planning, and thematic structures.<em><br/> </em></p>"
37,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/339.html,"<p>Data models and database design. Modeling the real world: structures, constraints, and operations. The entity relationship to data modeling (including network hierarchical and object-oriented), emphasis on the relational model. Use of existing database systems for the implementation of information systems.<em><br/> </em></p>"
38,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/340.html,"<p>A top-down exploration of networking using the 5-layer model and the TCP/IP stack. HTTP, FTP, DNS, BSD Sockets, concurrent servers, checksums, reliable transport with stop-and-wait, go-back-n, selective repeat, flow control, congestion control, TCP, unicast routing, multicast routing, router architecture, IP, IPv6, IP multicast, MAC protocols and LANs, Ethernet , wireless networks, and network security. Over the course of the quarter, students build web clients and servers, a fully compatible TCP/IP stack that can run them, and evaluate routing protocols in simulation.<em><br/> </em></p>"
39,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/343.html,"<p>A fundamental overview of operating systems (OSes) with an emphasis on practice.   Topics covered include: OS structure, OS models, OS abstractions, concurrency sources, concurrency challenges, concurrency control, scheduling and resource management, virtual memory, device drivers, protection and security, memory management, file systems, and design principles. Requires substantial low-level programming projects at both user-level and within a kernel. </p>"
40,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/344.html,"<p>Principles and practice of organizing and building AI reasoning systems. Topics include pattern-directed rule systems, truth-maintenance systems, and constraint languages.</p>"
41,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/345.html,<p><strong>This course is not currently offered.</strong></p>
42,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/346.html,"<p>Structure and timing of typical microprocessors. Sample microprocessor families. Memories, UARTS, timer/counters, serial devices, and related devices. MUX and related control structures for building systems. Standard bus structures. Interrupt programming. Hardware/software design tradeoffs.</p>"
43,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/347-447.html,<p><strong>This course is not currently offered.</strong></p>
44,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/348.html,"<p>Core techniques and applications of artificial intelligence. Representation retrieving and application of knowledge for problem solving, planning, probabilistic inference, and natural language understanding.<span></span></p>"
45,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/349.html,<p>Description</p>
46,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/350.html,"<p>The past decade has seen an explosion in the concern for the security of information. This course introduces students to the basic principles and practices of computer and information security. Focus will be on the software, operating system and network security techniques with detailed analysis of real-world examples. Topics include cryptography, authentication, software and operating system security (e.g., buffer overflow), Internet vulnerability (DoS attacks, viruses/worms, etc.), intrusion detection systems, firewalls, VPN, Web and wireless security. Students with good performance in the class will be awarded researchship in the academic year and/or the summer. This course can help satisfy the project course requirement for undergraduates and satisfy the breadth requirement in computer systems for system Ph.D. students. </p>"
47,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/351-1.html,"<p>First in a 3-course series to teach the core principles, ideas &amp; math behind all forms of computer-assisted picture-making; complementary/compatible with computer-game design interests. After this course you can write your own programs to depict animated 2D and 3D objects that respond to mouse and keyboard inputs, yet run in any modern web browser. We write WebGL programs in Javascript to create GPU-driven high-performance 3D graphics in any up-to-date web browser (Skeptical? try try <strong><a href=""http://www.chromeexperiments.com/webgl/"">http://www.chromeexperiments.com/webgl/</a></strong> )</p>"
48,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/351-2.html,"<p>Second in a 3-course series on the methods and theory of computer graphics, this project-oriented course explores how to describe shapes, movement, and lighting effects beyond the built-in abilities of WebGL. It includes interactive particle systems, simple rigid-body dynamics, explicit and implicit dynamics solvers (suitable for smoke, simple fluids and cloth) and an introduction to ray tracing (chrome, glass, and diffraction) with a few basic ideas for global illumination.</p>"
49,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/354.html,"<p>This course will focus on remote computer penetration (hacking). The class will introduce basic theory for many different types of attacks; then we will actually carry them out in 'real-world' settings. The goal is to learn security by learning how to view your machine from a hacker's perspective. In addition, we encourage students to participate in the UCSB International Capture the Flag Competition. Capture the Flag is a network security exercise where the goal is to exploit other machines while defending your own. In fact, this course should prepare you for any one of many capture the flag competitions that take place year round.</p>"
50,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/355.html,"<p><strong>OVERVIEW:</strong> This course will focus on Digital Forensics and Incident Response (Investigations). This class will introduce the basic theory of Digital Forensics and in the lab, we will actually apply the knowledge in practical scenarios. The goal is to learn how to investigate the digital artifacts left on hard drives, logs and other networking devices. The course shall prepare you to conduct data preservation and analysis on Windows, Linux and Macintosh platforms. Students will also get exposure to the Techniques, Tactics and Procedures (TTPs) of the prominent Threat Actors and will learn to conduct digital investigations with a sound process.</p>"
51,https://www.mccormick.northwestern.edu/computer-science/academics/courses/https://www.mccormick.northwestern.edu/electrical-computer/academics/courses/descriptions/361.html,"<p>We're sorry. The page you were looking for cannot be found. The page may have been removed or renamed, or may temporarily be unavailable.</p>"
52,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/362.html,"<p>Quarter long team project that entails designing a processor for a complete Instruction Set. Involves ISA design, design of components, datapath and control for a pipelined processor to implement the ISA. The design is performed using industry strength design tools and VHDL is used as the design specification language. The design is evaluated using benchmark programs for correctness and performance.</p>"
53,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/365-465.html,<p><strong>RECOMMENDED TEXT:</strong> TBD<br/> <br/><strong>TEACHING ASSISTANT:</strong> TBD</p>
54,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/368-468.html,"<p>This course focuses on developing and optimizing applications software on massively parallel graphics processing units (GPUs). Such processing units routinely come with hundreds to thousands of cores per chip and sell for a few hundred to a few thousand dollars. The massive parallelism they offer allows applications to run 2x-450x faster than on conventional multicores. However, to reach this performance improvement, the application must fully utilize the computational, storage and communication resources provided by the device. This course discusses state-of-the-art parallel programming optimization methods to achieve this goal.</p>"
55,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/371.html,"<p>Principles and practices of knowledge representation, including logics, ontologies, common sense knowledge, and semantic web technologies.</p>"
56,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/372-472.html,"<p>This course focuses on the exploration, construction and analysis of multi-agent models. Sample models from a variety of content domains are explored and analyzed. Spatial and network topologies are introduced. The prominent agent-based frameworks are covered as well as methodology for replicating, verifying and validating agent-based models. We use state of the art ABM and complexity science tools. This course can help satisfy the project course and artificial intelligence area course requirement for CS and CIS majors, and satisfy the breadth requirement in artificial intelligence for Ph.D. students in CS. It also satisfies a design course requirement for Learning Sciences graduate students, counts towards the Cognitive Science specialization and as an advanced elective for the Cognitive Science major.</p>"
57,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/376.html,"<p>Fundamental concepts of software for computer games and other simulation-based media.  Topics will include game design (selecting rules, resources, and player objectives), 2D and 3D game programming, representation of space, physics and collision detection, 3D animation engines, and performance engineering issues for real-time rendering. </p>"
58,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/377.html,"<p>In this course, students will design and develop games using the Unity game engine, with focus on team-based projects and agile development practices. Lectures will cover game design theory, game architecture and implementation, and the business of game development. Students will participate in class discussion and evaluation of projects in progress, to develop their skills in iterative design and implementation.</p>"
59,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/392.html,<p>The goal of this course is to provide an opportunity to learn the technical and critical reasoning skills need to rapidly and iteratively develop innovative full-stack mobile / web software applications.</p>
60,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/394.html,"<p><strong>See the course page on how to apply for this course: </strong><a href=""http://www.cs.northwestern.edu/academics/courses/394/"" rel=""noopener"" target=""_blank"">http://www.cs.northwestern.edu/academics/courses/394/</a></p>"
61,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/396-1.html,"<p>Even though there is no prerequisite for this course, completion of one or more courses in the following categories would be helpful:</p>"
62,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/396-2.html,"<p>This course introduces students to the growing field of Artificial Life: the study of “life as it could be” rather than as it happened to unfold on Earth. We will address fundamental questions about what distinguishes life from matter; the conditions in which complex adaptive systems may arise and how they may be shaped to suit our needs; as well as whether or not there can even be a science of the artificial. Answers to these questions are of interest as a basic intellectual pursuit, but they may also lead to useful computational, mechanical, chemical and biological technologies. <a href=""https://docs.google.com/document/d/1jURIbvpQ0imcaMk-AHUmj_szZNtsA4lZAlcqXa6usXs/edit"">Syllabus</a></p>"
63,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/396-5.html,"<p>The collection and usage of today’s data have posed unprecedented privacy concerns. What exactly are these concerns? Should we make the data private, or should we make private the algorithms that process data?<br/><br/>In this course, we will start with several historical back-and-forths between defenses and attacks of data privacy, which eventually led to the rigorous approach that is popular today -- differential privacy. We will then move on to the measurement of privacy and useful algorithmic tools that accomplish data analysis and machine learning tasks privately. Alongside this, we will learn about some beautiful mathematical tools useful in both private and non-private learning and statistics (some in a surprising manner).<br/><br/>The course is designed to serve at least two purposes:<br/>1. If you're interested in the modern approach to data privacy (in general or specifically differential privacy), this course is definitely for you.<br/>2. If you want to get ready for the study of ""the science"" of machine learning, this course can be your entry point for the mathematical tools.<br/><br/>(Up to changes) Grades will be determined by <br/>- participation/quizzes<br/>- assignments (mathematical proofs and python notebooks)<br/>- a potential 30-min midterm<br/>- final project (summary of research paper/tech report, or experiments)</p>"
64,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/396-9.html,"<p>An intense studio course on building social experiences in AR and VR.  This course draws on theory from architecture, sociology, theater, and more to explain how we are social in real life, and how to use those principles to design better social experiences in the digital realm.  We will be going on weekly ""field trips"" to VR/AR spaces, and building and testing experiences (some physical, mostly digital) on a weekly basis.  We will be developing phone-based VR on the WebXR open standard, as well as the many JS libraries for positional data, networking, and social connections necessary for modern social experiences. You won't need a VR headset, but will need a WebVR capable recent-ish smartphone, and a cheap Google Cardboard (we may just buy them in bulk).</p>"
65,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/396-10.html,"<p>We know that correlation does not imply causation, but careful analyses of correlations are often our only way to quantify cause and effect in domains ranging from healthcare to education. This courses introduces causal inference methods, primarily using probabilistic graphical models, to identify and estimate counterfactual quantities as functions of observational data. We will discuss common challenges to causal inference, including confounding bias, missing data, measurement error, and selection bias. The final project will allow students to choose a dataset on which to perform a causal data analysis.</p>"
66,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/396-11.html,"<p>In this class we will work together to a) examine how people in the real world communicate about computer science and b) practice how we might communicate computational ideas to various members of the public. The core idea is to explore cultural, practical, and policy-related roles of computer science communication in wider society.</p>"
67,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/396-12.html,"<p>This course will explore the state of the art in how to implement and prove facts about software. We will focus on small, functional programs and expressing properties of them via an (extremely) sophisticated dependent type system.</p>"
68,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/396-14.html,"<p>Hands-on introduction to computational methods in empirical linguistic analysis and natural language processing. Topics include language modeling, text classification, linguistic annotation, computational semantics, and machine translation. Students will implement and apply computational models to real linguistic datasets, and conclude the course with a final project. </p>"
69,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/396-15.html,"<p>The use of social network analysis to understand the growing connectivity and complexity in the world around us on different scales, ranging from small groups to the World ‘Wide Web. How we create social, economic, and technological networks, and how they enable and constrain attitudes and behaviors.</p>"
70,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/396-16.html,<p><strong>This course is not currently offered.</strong></p>
71,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/396-17.html,<p>This course introduces students to the advanced techniques commonly used in cyber-attacks and defenses.</p>
72,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/396-19.html,"<p>This course covers the mathematical operations underlying computer vision and their embodiment in naturally-occurring visual systems. Students will learn basics of image processing, neuroscience, and computational imaging.</p>"
